Index	Label
0	t_shirt
1	trouser
2	pullover
3	pullover
4	dress
5	pullover
6	bag
7	shirt
8	sandal
9	t_shirt
10	dress
11	coat
12	coat
13	shirt
14	bag
15	sandal
16	shirt
17	dress
18	shirt
19	coat
20	coat
21	coat
22	pullover
23	trouser
24	sandal
25	sneaker
26	bag
27	coat
28	coat
29	trouser
30	sandal
31	sneaker
32	sneaker
33	bag
34	trouser
35	t_shirt
36	ankle_boot
37	bag
38	t_shirt
39	bag
40	pullover
41	t_shirt
42	coat
43	shirt
44	pullover
45	t_shirt
46	dress
47	dress
48	pullover
49	dress
50	pullover
51	pullover
52	ankle_boot
53	dress
54	t_shirt
55	ankle_boot
56	ankle_boot
57	coat
58	shirt
59	t_shirt
60	coat
61	sandal
62	coat
63	shirt
64	trouser
65	trouser
66	t_shirt
67	ankle_boot
68	sandal
69	pullover
70	sneaker
71	dress
72	coat
73	shirt
74	sandal
75	sneaker
76	trouser
77	shirt
78	trouser
79	coat
80	ankle_boot
81	bag
82	trouser
83	pullover
84	coat
85	bag
86	ankle_boot
87	coat
88	trouser
89	shirt
90	dress
91	coat
92	pullover
93	pullover
94	pullover
95	shirt
96	coat
97	sneaker
98	sneaker
99	dress
100	ankle_boot
101	dress
102	ankle_boot
103	t_shirt
104	bag
105	pullover
106	dress
107	bag
108	pullover
109	sneaker
110	sandal
111	sandal
112	dress
113	pullover
114	sneaker
115	sandal
116	t_shirt
117	pullover
118	sneaker
119	trouser
120	t_shirt
121	sandal
122	coat
123	coat
124	sneaker
125	t_shirt
126	bag
127	sandal
128	t_shirt
129	dress
130	trouser
131	sneaker
132	ankle_boot
133	coat
134	ankle_boot
135	shirt
136	coat
137	coat
138	pullover
139	coat
140	dress
141	dress
142	dress
143	pullover
144	pullover
145	shirt
146	t_shirt
147	t_shirt
148	trouser
149	dress
150	coat
151	dress
152	dress
153	trouser
154	ankle_boot
155	dress
156	dress
157	dress
158	ankle_boot
159	sandal
160	shirt
161	sneaker
162	sneaker
163	dress
164	pullover
165	coat
166	t_shirt
167	bag
168	sneaker
169	pullover
170	pullover
171	bag
172	ankle_boot
173	t_shirt
174	pullover
175	coat
176	coat
177	sandal
178	sneaker
179	ankle_boot
180	ankle_boot
181	trouser
182	dress
183	ankle_boot
184	trouser
185	sandal
186	sandal
187	shirt
188	t_shirt
189	sneaker
190	coat
191	ankle_boot
192	trouser
193	shirt
194	t_shirt
195	t_shirt
196	t_shirt
197	coat
198	t_shirt
199	ankle_boot
200	t_shirt
201	coat
202	pullover
203	sandal
204	sandal
205	bag
206	shirt
207	pullover
208	trouser
209	ankle_boot
210	t_shirt
211	coat
212	sneaker
213	trouser
214	ankle_boot
215	sandal
216	ankle_boot
217	t_shirt
218	pullover
219	bag
220	sandal
221	sneaker
222	sneaker
223	dress
224	pullover
225	coat
226	sandal
227	sneaker
228	bag
229	trouser
230	ankle_boot
231	sandal
232	shirt
233	pullover
234	ankle_boot
235	sneaker
236	coat
237	t_shirt
238	ankle_boot
239	pullover
240	trouser
241	sandal
242	sneaker
243	sneaker
244	t_shirt
245	pullover
246	coat
247	sandal
248	dress
249	dress
250	bag
251	trouser
252	shirt
253	pullover
254	coat
255	bag
256	shirt
257	ankle_boot
258	bag
259	dress
260	dress
261	pullover
262	coat
263	pullover
264	pullover
265	ankle_boot
266	dress
267	ankle_boot
268	pullover
269	bag
270	shirt
271	bag
272	bag
273	pullover
274	sneaker
275	pullover
276	sandal
277	sandal
278	ankle_boot
279	sandal
280	bag
281	pullover
282	coat
283	bag
284	coat
285	bag
286	dress
287	trouser
288	pullover
289	pullover
290	pullover
291	trouser
292	bag
293	trouser
294	dress
295	dress
296	coat
297	trouser
298	sneaker
299	t_shirt
300	sandal
301	pullover
302	t_shirt
303	sneaker
304	shirt
305	shirt
306	sneaker
307	coat
308	sneaker
309	sneaker
310	trouser
311	shirt
312	shirt
313	shirt
314	sneaker
315	bag
316	sneaker
317	t_shirt
318	ankle_boot
319	pullover
320	t_shirt
321	pullover
322	sandal
323	t_shirt
324	bag
325	sandal
326	bag
327	sneaker
328	sneaker
329	coat
330	trouser
331	pullover
332	ankle_boot
333	sneaker
334	shirt
335	t_shirt
336	trouser
337	shirt
338	dress
339	bag
340	shirt
341	sandal
342	sandal
343	t_shirt
344	ankle_boot
345	pullover
346	ankle_boot
347	bag
348	t_shirt
349	shirt
350	ankle_boot
351	shirt
352	coat
353	dress
354	shirt
355	shirt
356	shirt
357	bag
358	sandal
359	ankle_boot
360	sandal
361	trouser
362	pullover
363	t_shirt
364	sneaker
365	trouser
366	pullover
367	sneaker
368	sandal
369	ankle_boot
370	shirt
371	pullover
372	t_shirt
373	pullover
374	pullover
375	shirt
376	shirt
377	sneaker
378	pullover
379	ankle_boot
380	bag
381	dress
382	ankle_boot
383	sneaker
384	sandal
385	trouser
386	coat
387	pullover
388	ankle_boot
389	sandal
390	sandal
391	t_shirt
392	dress
393	coat
394	sneaker
395	coat
396	shirt
397	coat
398	t_shirt
399	sandal
400	t_shirt
401	shirt
402	t_shirt
403	pullover
404	dress
405	sandal
406	sneaker
407	t_shirt
408	sandal
409	t_shirt
410	ankle_boot
411	t_shirt
412	sandal
413	shirt
414	sneaker
415	sneaker
416	sandal
417	sandal
418	coat
419	coat
420	t_shirt
421	coat
422	t_shirt
423	ankle_boot
424	bag
425	coat
426	trouser
427	t_shirt
428	shirt
429	shirt
430	pullover
431	ankle_boot
432	coat
433	dress
434	trouser
435	pullover
436	sandal
437	bag
438	dress
439	bag
440	pullover
441	sneaker
442	trouser
443	pullover
444	t_shirt
445	sneaker
446	bag
447	sneaker
448	coat
449	sandal
450	trouser
451	t_shirt
452	dress
453	t_shirt
454	sandal
455	bag
456	coat
457	ankle_boot
458	ankle_boot
459	sandal
460	sandal
461	bag
462	coat
463	shirt
464	dress
465	pullover
466	sneaker
467	trouser
468	sandal
469	pullover
470	sandal
471	sandal
472	ankle_boot
473	shirt
474	t_shirt
475	sneaker
476	shirt
477	shirt
478	sneaker
479	shirt
480	bag
481	shirt
482	dress
483	sneaker
484	dress
485	trouser
486	coat
487	ankle_boot
488	sneaker
489	t_shirt
490	bag
491	shirt
492	pullover
493	bag
494	bag
495	trouser
496	sneaker
497	trouser
498	ankle_boot
499	dress
500	bag
501	trouser
502	pullover
503	pullover
504	ankle_boot
505	dress
506	bag
507	shirt
508	shirt
509	coat
510	pullover
511	sandal
512	sneaker
513	trouser
514	pullover
515	t_shirt
516	t_shirt
517	pullover
518	ankle_boot
519	coat
520	sandal
521	pullover
522	dress
523	bag
524	coat
525	pullover
526	sandal
527	sandal
528	dress
529	sneaker
530	trouser
531	ankle_boot
532	bag
533	ankle_boot
534	sneaker
535	t_shirt
536	coat
537	coat
538	shirt
539	trouser
540	shirt
541	coat
542	coat
543	trouser
544	pullover
545	sneaker
546	dress
547	sandal
548	ankle_boot
549	sneaker
550	sneaker
551	trouser
552	sneaker
553	pullover
554	pullover
555	bag
556	coat
557	coat
558	pullover
559	bag
560	bag
561	dress
562	sneaker
563	dress
564	pullover
565	sneaker
566	bag
567	coat
568	shirt
569	shirt
570	shirt
571	sandal
572	ankle_boot
573	coat
574	sandal
575	bag
576	sandal
577	coat
578	trouser
579	trouser
580	shirt
581	sneaker
582	coat
583	coat
584	sandal
585	t_shirt
586	coat
587	pullover
588	dress
589	coat
590	dress
591	pullover
592	t_shirt
593	pullover
594	sandal
595	pullover
596	ankle_boot
597	sneaker
598	t_shirt
599	trouser
600	trouser
601	dress
602	sneaker
603	sandal
604	sneaker
605	bag
606	sandal
607	dress
608	t_shirt
609	shirt
610	sneaker
611	ankle_boot
612	shirt
613	shirt
614	shirt
615	bag
616	t_shirt
617	trouser
618	bag
619	ankle_boot
620	trouser
621	sneaker
622	bag
623	sneaker
624	ankle_boot
625	dress
626	trouser
627	bag
628	dress
629	sandal
630	coat
631	sneaker
632	ankle_boot
633	dress
634	sneaker
635	ankle_boot
636	sandal
637	trouser
638	dress
639	bag
640	shirt
641	ankle_boot
642	shirt
643	pullover
644	shirt
645	sandal
646	shirt
647	shirt
648	sandal
649	trouser
650	dress
651	ankle_boot
652	sneaker
653	dress
654	ankle_boot
655	sneaker
656	coat
657	shirt
658	pullover
659	dress
660	ankle_boot
661	coat
662	trouser
663	trouser
664	bag
665	sneaker
666	sneaker
667	sandal
668	bag
669	bag
670	coat
671	sandal
672	bag
673	trouser
674	coat
675	shirt
676	shirt
677	sneaker
678	dress
679	sneaker
680	shirt
681	sandal
682	sneaker
683	trouser
684	dress
685	bag
686	dress
687	t_shirt
688	dress
689	bag
690	coat
691	t_shirt
692	trouser
693	bag
694	t_shirt
695	sneaker
696	pullover
697	sandal
698	t_shirt
699	ankle_boot
700	trouser
701	trouser
702	dress
703	coat
704	sneaker
705	dress
706	coat
707	sneaker
708	bag
709	ankle_boot
710	t_shirt
711	trouser
712	dress
713	sandal
714	ankle_boot
715	shirt
716	dress
717	ankle_boot
718	sneaker
719	trouser
720	pullover
721	ankle_boot
722	t_shirt
723	trouser
724	sneaker
725	t_shirt
726	t_shirt
727	sandal
728	trouser
729	ankle_boot
730	bag
731	sneaker
732	dress
733	ankle_boot
734	trouser
735	t_shirt
736	dress
737	bag
738	ankle_boot
739	coat
740	ankle_boot
741	dress
742	ankle_boot
743	dress
744	shirt
745	bag
746	t_shirt
747	t_shirt
748	bag
749	ankle_boot
750	sneaker
751	ankle_boot
752	t_shirt
753	sandal
754	ankle_boot
755	pullover
756	pullover
757	sneaker
758	sneaker
759	dress
760	trouser
761	ankle_boot
762	bag
763	dress
764	coat
765	bag
766	ankle_boot
767	trouser
768	bag
769	bag
770	t_shirt
771	shirt
772	sneaker
773	trouser
774	coat
775	dress
776	dress
777	pullover
778	trouser
779	coat
780	sandal
781	t_shirt
782	sneaker
783	bag
784	bag
785	bag
786	shirt
787	t_shirt
788	pullover
789	sneaker
790	bag
791	trouser
792	ankle_boot
793	dress
794	sandal
795	pullover
796	coat
797	bag
798	dress
799	trouser
800	trouser
801	shirt
802	trouser
803	coat
804	dress
805	ankle_boot
806	ankle_boot
807	trouser
808	trouser
809	sandal
810	ankle_boot
811	coat
812	sandal
813	ankle_boot
814	sandal
815	sandal
816	bag
817	t_shirt
818	dress
819	shirt
820	trouser
821	sneaker
822	ankle_boot
823	dress
824	sandal
825	pullover
826	shirt
827	sandal
828	shirt
829	ankle_boot
830	bag
831	sandal
832	ankle_boot
833	pullover
834	ankle_boot
835	dress
836	bag
837	sneaker
838	shirt
839	sandal
840	trouser
841	sneaker
842	t_shirt
843	bag
844	bag
845	ankle_boot
846	ankle_boot
847	shirt
848	pullover
849	bag
850	ankle_boot
851	sneaker
852	dress
853	t_shirt
854	coat
855	sandal
856	t_shirt
857	t_shirt
858	shirt
859	bag
860	ankle_boot
861	pullover
862	pullover
863	bag
864	pullover
865	coat
866	shirt
867	ankle_boot
868	pullover
869	ankle_boot
870	sandal
871	sandal
872	ankle_boot
873	ankle_boot
874	pullover
875	sneaker
876	coat
877	sneaker
878	bag
879	dress
880	shirt
881	trouser
882	bag
883	dress
884	t_shirt
885	t_shirt
886	t_shirt
887	pullover
888	ankle_boot
889	sneaker
890	dress
891	t_shirt
892	trouser
893	sneaker
894	trouser
895	ankle_boot
896	bag
897	ankle_boot
898	coat
899	shirt
900	dress
901	shirt
902	dress
903	coat
904	sandal
905	sandal
906	t_shirt
907	shirt
908	shirt
909	shirt
910	ankle_boot
911	trouser
912	t_shirt
913	t_shirt
914	trouser
915	t_shirt
916	dress
917	sandal
918	dress
919	sneaker
920	shirt
921	pullover
922	pullover
923	bag
924	bag
925	shirt
926	pullover
927	sandal
928	pullover
929	bag
930	bag
931	dress
932	pullover
933	shirt
934	bag
935	shirt
936	dress
937	shirt
938	trouser
939	pullover
940	trouser
941	dress
942	shirt
943	sandal
944	pullover
945	sandal
946	t_shirt
947	coat
948	t_shirt
949	pullover
950	ankle_boot
951	t_shirt
952	sandal
953	t_shirt
954	t_shirt
955	pullover
956	trouser
957	bag
958	sandal
959	t_shirt
960	pullover
961	shirt
962	dress
963	dress
964	shirt
965	dress
966	dress
967	pullover
968	shirt
969	ankle_boot
970	t_shirt
971	dress
972	coat
973	sneaker
974	shirt
975	sneaker
976	trouser
977	coat
978	sneaker
979	pullover
980	dress
981	ankle_boot
982	trouser
983	dress
984	bag
985	bag
986	coat
987	dress
988	shirt
989	ankle_boot
990	t_shirt
991	ankle_boot
992	shirt
993	t_shirt
994	pullover
995	ankle_boot
996	pullover
997	sneaker
998	coat
999	sandal
1000	pullover
1001	pullover
1002	coat
1003	sandal
1004	pullover
1005	coat
1006	bag
1007	sandal
1008	trouser
1009	dress
1010	bag
1011	t_shirt
1012	trouser
1013	bag
1014	coat
1015	pullover
1016	bag
1017	sneaker
1018	ankle_boot
1019	t_shirt
1020	bag
1021	sandal
1022	ankle_boot
1023	coat
1024	trouser
1025	shirt
1026	bag
1027	sandal
1028	pullover
1029	sneaker
1030	sandal
1031	trouser
1032	bag
1033	dress
1034	sandal
1035	coat
1036	pullover
1037	sneaker
1038	coat
1039	ankle_boot
1040	pullover
1041	coat
1042	sandal
1043	sneaker
1044	sandal
1045	ankle_boot
1046	bag
1047	t_shirt
1048	shirt
1049	pullover
1050	coat
1051	coat
1052	sneaker
1053	coat
1054	dress
1055	pullover
1056	shirt
1057	bag
1058	bag
1059	bag
1060	ankle_boot
1061	sneaker
1062	bag
1063	t_shirt
1064	sneaker
1065	shirt
1066	sandal
1067	dress
1068	dress
1069	shirt
1070	sandal
1071	t_shirt
1072	dress
1073	dress
1074	ankle_boot
1075	sandal
1076	trouser
1077	dress
1078	shirt
1079	sneaker
1080	sneaker
1081	ankle_boot
1082	bag
1083	trouser
1084	trouser
1085	sneaker
1086	sneaker
1087	bag
1088	sneaker
1089	sandal
1090	ankle_boot
1091	coat
1092	trouser
1093	sneaker
1094	dress
1095	sandal
1096	sneaker
1097	shirt
1098	shirt
1099	coat
1100	coat
1101	shirt
1102	sneaker
1103	bag
1104	trouser
1105	sneaker
1106	t_shirt
1107	t_shirt
1108	trouser
1109	t_shirt
1110	ankle_boot
1111	dress
1112	ankle_boot
1113	shirt
1114	shirt
1115	trouser
1116	bag
1117	trouser
1118	shirt
1119	sneaker
1120	pullover
1121	shirt
1122	shirt
1123	coat
1124	sandal
1125	ankle_boot
1126	bag
1127	trouser
1128	pullover
1129	coat
1130	shirt
1131	shirt
1132	pullover
1133	sandal
1134	trouser
1135	sneaker
1136	dress
1137	dress
1138	t_shirt
1139	ankle_boot
1140	shirt
1141	ankle_boot
1142	sandal
1143	trouser
1144	sandal
1145	sneaker
1146	t_shirt
1147	sneaker
1148	shirt
1149	bag
1150	pullover
1151	ankle_boot
1152	shirt
1153	dress
1154	ankle_boot
1155	dress
1156	dress
1157	t_shirt
1158	bag
1159	coat
1160	t_shirt
1161	t_shirt
1162	ankle_boot
1163	pullover
1164	sneaker
1165	trouser
1166	sandal
1167	sneaker
1168	bag
1169	pullover
1170	dress
1171	bag
1172	ankle_boot
1173	sandal
1174	sneaker
1175	coat
1176	trouser
1177	t_shirt
1178	trouser
1179	sneaker
1180	dress
1181	shirt
1182	t_shirt
1183	bag
1184	pullover
1185	sneaker
1186	sandal
1187	sandal
1188	pullover
1189	dress
1190	coat
1191	dress
1192	sandal
1193	ankle_boot
1194	t_shirt
1195	sandal
1196	sneaker
1197	trouser
1198	dress
1199	ankle_boot
1200	sandal
1201	sandal
1202	sneaker
1203	coat
1204	shirt
1205	ankle_boot
1206	t_shirt
1207	bag
1208	shirt
1209	dress
1210	bag
1211	sneaker
1212	t_shirt
1213	t_shirt
1214	trouser
1215	bag
1216	dress
1217	sneaker
1218	bag
1219	pullover
1220	coat
1221	bag
1222	shirt
1223	bag
1224	sneaker
1225	sandal
1226	sneaker
1227	sandal
1228	shirt
1229	sandal
1230	coat
1231	coat
1232	trouser
1233	sneaker
1234	coat
1235	ankle_boot
1236	trouser
1237	trouser
1238	dress
1239	bag
1240	trouser
1241	ankle_boot
1242	sneaker
1243	sandal
1244	sneaker
1245	bag
1246	bag
1247	ankle_boot
1248	shirt
1249	sandal
1250	pullover
1251	trouser
1252	coat
1253	sandal
1254	bag
1255	shirt
1256	coat
1257	ankle_boot
1258	t_shirt
1259	ankle_boot
1260	coat
1261	sandal
1262	shirt
1263	sandal
1264	coat
1265	shirt
1266	sandal
1267	sandal
1268	sneaker
1269	sandal
1270	shirt
1271	sandal
1272	t_shirt
1273	sandal
1274	trouser
1275	bag
1276	ankle_boot
1277	shirt
1278	dress
1279	ankle_boot
1280	shirt
1281	t_shirt
1282	sandal
1283	shirt
1284	coat
1285	ankle_boot
1286	dress
1287	pullover
1288	trouser
1289	ankle_boot
1290	sneaker
1291	sneaker
1292	pullover
1293	sneaker
1294	t_shirt
1295	trouser
1296	dress
1297	sneaker
1298	sneaker
1299	trouser
1300	t_shirt
1301	coat
1302	shirt
1303	coat
1304	sandal
1305	sandal
1306	coat
1307	pullover
1308	ankle_boot
1309	pullover
1310	bag
1311	bag
1312	coat
1313	shirt
1314	t_shirt
1315	coat
1316	shirt
1317	pullover
1318	ankle_boot
1319	sandal
1320	sneaker
1321	pullover
1322	sandal
1323	trouser
1324	shirt
1325	shirt
1326	dress
1327	ankle_boot
1328	bag
1329	sneaker
1330	sandal
1331	t_shirt
1332	shirt
1333	coat
1334	pullover
1335	ankle_boot
1336	pullover
1337	bag
1338	pullover
1339	t_shirt
1340	shirt
1341	shirt
1342	trouser
1343	pullover
1344	pullover
1345	t_shirt
1346	pullover
1347	ankle_boot
1348	ankle_boot
1349	ankle_boot
1350	ankle_boot
1351	shirt
1352	trouser
1353	t_shirt
1354	ankle_boot
1355	trouser
1356	bag
1357	bag
1358	bag
1359	sneaker
1360	shirt
1361	sandal
1362	dress
1363	dress
1364	pullover
1365	t_shirt
1366	coat
1367	trouser
1368	sneaker
1369	ankle_boot
1370	trouser
1371	bag
1372	sandal
1373	ankle_boot
1374	sandal
1375	shirt
1376	trouser
1377	sneaker
1378	dress
1379	shirt
1380	sandal
1381	trouser
1382	shirt
1383	bag
1384	ankle_boot
1385	shirt
1386	shirt
1387	t_shirt
1388	ankle_boot
1389	sneaker
1390	dress
1391	bag
1392	shirt
1393	pullover
1394	pullover
1395	sneaker
1396	shirt
1397	bag
1398	dress
1399	sandal
1400	pullover
1401	pullover
1402	ankle_boot
1403	pullover
1404	pullover
1405	t_shirt
1406	t_shirt
1407	trouser
1408	t_shirt
1409	t_shirt
1410	sandal
1411	trouser
1412	coat
1413	trouser
1414	sneaker
1415	shirt
1416	dress
1417	t_shirt
1418	trouser
1419	shirt
1420	ankle_boot
1421	shirt
1422	pullover
1423	t_shirt
1424	sandal
1425	t_shirt
1426	pullover
1427	pullover
1428	shirt
1429	shirt
1430	t_shirt
1431	trouser
1432	sandal
1433	dress
1434	coat
1435	coat
1436	coat
1437	sneaker
1438	shirt
1439	ankle_boot
1440	pullover
1441	t_shirt
1442	sneaker
1443	t_shirt
1444	trouser
1445	t_shirt
1446	shirt
1447	bag
1448	pullover
1449	trouser
1450	shirt
1451	trouser
1452	t_shirt
1453	dress
1454	coat
1455	coat
1456	bag
1457	pullover
1458	t_shirt
1459	shirt
1460	dress
1461	ankle_boot
1462	bag
1463	ankle_boot
1464	coat
1465	trouser
1466	sandal
1467	t_shirt
1468	dress
1469	dress
1470	trouser
1471	coat
1472	coat
1473	ankle_boot
1474	shirt
1475	pullover
1476	sandal
1477	t_shirt
1478	ankle_boot
1479	sneaker
1480	coat
1481	t_shirt
1482	coat
1483	pullover
1484	ankle_boot
1485	t_shirt
1486	coat
1487	pullover
1488	pullover
1489	pullover
1490	bag
1491	pullover
1492	sandal
1493	trouser
1494	dress
1495	bag
1496	dress
1497	bag
1498	sandal
1499	trouser
1500	t_shirt
1501	sandal
1502	coat
1503	sandal
1504	shirt
1505	dress
1506	dress
1507	sneaker
1508	ankle_boot
1509	sandal
1510	sneaker
1511	coat
1512	sandal
1513	trouser
1514	trouser
1515	shirt
1516	trouser
1517	trouser
1518	bag
1519	sneaker
1520	trouser
1521	trouser
1522	trouser
1523	bag
1524	bag
1525	t_shirt
1526	sandal
1527	t_shirt
1528	coat
1529	shirt
1530	pullover
1531	sneaker
1532	sandal
1533	coat
1534	pullover
1535	sandal
1536	coat
1537	shirt
1538	ankle_boot
1539	ankle_boot
1540	sneaker
1541	sandal
1542	shirt
1543	trouser
1544	dress
1545	trouser
1546	dress
1547	pullover
1548	sandal
1549	sneaker
1550	trouser
1551	coat
1552	trouser
1553	sandal
1554	coat
1555	coat
1556	coat
1557	sneaker
1558	coat
1559	sneaker
1560	trouser
1561	sandal
1562	shirt
1563	coat
1564	pullover
1565	shirt
1566	ankle_boot
1567	sneaker
1568	t_shirt
1569	sneaker
1570	ankle_boot
1571	dress
1572	pullover
1573	trouser
1574	sneaker
1575	t_shirt
1576	ankle_boot
1577	shirt
1578	bag
1579	bag
1580	sandal
1581	coat
1582	bag
1583	pullover
1584	trouser
1585	sneaker
1586	sneaker
1587	bag
1588	shirt
1589	sneaker
1590	sandal
1591	t_shirt
1592	dress
1593	sandal
1594	shirt
1595	sneaker
1596	t_shirt
1597	t_shirt
1598	sneaker
1599	coat
